MuncipalityID;Name;CountyID;NumberOfVotes;VotesForKO;VotesForLEW;VotesForTD;VotesForKONF;VotesForPIS;VotesForBS
221405;gm. Subkowy;221400;1283;442;49;99;172;491;25
221406;gm. Tczew;221400;4289;1951;109;292;582;1262;69
221501;m. Reda;221500;8338;4444;365;541;869;1985;102
221502;m. Rumia;221500;17942;9482;828;1193;1893;4283;218
221503;m. Wejherowo;221500;13672;6889;502;780;1202;4072;180
221504;gm. Choczewo;221500;1665;870;57;106;119;491;12
221505;gm. Gniewino;221500;1635;690;41;107;196;578;17
221506;gm. Linia;221500;1675;399;21;67;203;965;17
221507;gm. Luzino;221500;4375;1356;123;232;626;1976;46
221508;gm. Łęczyce;221500;2864;972;66;153;342;1276;39
221509;gm. Szemud;221500;6106;2739;187;331;886;1869;74
221510;gm. Wejherowo;221500;7921;3588;269;522;1029;2401;88
221601;gm. Dzierzgoń;221600;1851;865;65;101;222;553;34
221602;gm. Mikołajki Pomorskie;221600;630;215;18;34;72;272;14
221603;gm. Stary Dzierzgoń;221600;647;271;19;25;70;248;10
221604;gm. Stary Targ;221600;1115;325;35;66;115;543;20
221605;gm. Sztum;221600;4970;2650;211;271;384;1349;82
226101;Gdańsk;226100;182713;104855;12556;9905;14383;38526;1983
226201;Gdynia;226200;89728;50881;6189;5636;7006;18856;924
226301;Słupsk;226300;26256;14286;969;869;1866;7982;189
226401;Sopot;226400;15622;9720;1006;619;914;3207;113
240101;m. Będzin;240100;16023;7929;1238;641;1308;4648;114
240102;m. Czeladź;240100;9724;4938;674;405;849;2679;71
240103;m. Wojkowice;240100;2899;1569;170;142;232;734;15
240104;gm. Bobrowniki;240100;4073;1908;262;199;405;1228;27
240105;gm. Mierzęcice;240100;2290;901;153;112;251;830;22
240106;gm. Psary;240100;4264;2032;309;229;399;1211;32
240107;gm. Siewierz;240100;3905;1437;192;191;349;1656;31
240108;m. Sławków;240100;2284;911;128;86;256;836;22
240201;m. Szczyrk;200300;2154;716;71;120;210;1000;14
240202;gm. Bestwina;200300;4016;1587;122;235;538;1473;23
240203;gm. Buczkowice;200300;3553;1138;110;198;505;1540;20
240204;gm. Czechowice-Dziedzice;200300;14468;5799;535;871;1672;5366;97
240205;gm. Jasienica;200300;8137;3172;267;475;980;3121;45
240206;gm. Jaworze;200300;2843;1541;126;177;273;676;23
240207;gm. Kozy;200300;4566;1700;160;306;533;1798;33
240208;gm. Porąbka;200300;4872;1542;134;258;581;2258;46
240209;gm. Wilamowice;200300;5556;1592;167;311;677;2711;37
240210;gm. Wilkowice;200300;4817;2105;144;310;479;1687;25
240301;m. Cieszyn;240300;10648;5052;626;580;1121;3060;77
240302;m. Ustroń;240300;6417;3257;250;363;526;1915;42
240303;m. Wisła;240300;3269;1968;140;205;398;495;22
240304;gm. Brenna;240300;3592;1179;127;224;460;1536;22
240305;gm. Chybie;240300;2704;802;62;126;388;1273;23
240306;gm. Dębowiec;240300;1571;583;60;99;208;595;9
240307;gm. Goleszów;240300;3887;1920;219;281;459;937;26
240308;gm. Hażlach;240300;2941;976;131;177;392;1213;19
240309;gm. Istebna;240300;3550;675;57;108;349;2310;23
240310;gm. Skoczów;240300;7744;2904;305;458;1027;2858;56
240311;gm. Strumień;240300;4012;1233;145;186;534;1850;20
240312;gm. Zebrzydowice;240300;3619;1150;119;148;484;1650;18
240401;gm. Blachownia;240400;3682;1497;218;244;356;1285;33
240402;gm. Dąbrowa Zielona;240400;1067;228;50;96;99;583;4
240403;gm. Janów;240400;1846;418;78;83;213;961;13
240404;gm. Kamienica Polska;240400;1769;679;127;104;160;667;8
240405;gm. Kłomnice;240400;3852;944;184;290;396;1955;34
240406;gm. Koniecpol;240400;2500;589;107;118;213;1407;24
240407;gm. Konopiska;240400;2903;1052;170;306;286;1043;20
240408;gm. Kruszyna;240400;1327;246;77;79;185;708;10
240409;gm. Lelów;240400;1441;216;42;84;181;877;10
240410;gm. Mstów;240400;3341;833;124;218;321;1768;16
240411;gm. Mykanów;240400;4780;1185;164;408;503;2430;35
240412;gm. Olsztyn;240400;2578;902;120;154;221;1127;21
240413;gm. Poczesna;240400;3855;1440;212;236;394;1500;26
240414;gm. Przyrów;240400;1042;194;47;90;125;565;10
240415;gm. Rędziny;240400;2835;802;149;175;305;1351;21
240416;gm. Starcza;240400;842;257;60;83;55;367;7
240501;m. Knurów;240500;10263;4242;361;434;1032;3989;81
240502;m. Pyskowice;240500;4645;2158;191;239;500;1479;27
240503;gm. Gierałtowice;240500;4014;1590;102;229;467;1549;27
240504;gm. Pilchowice;240500;3698;1683;149;139;376;1271;26
240505;gm. Rudziniec;240500;2912;1150;76;151;414;1050;38
240506;gm. Sośnicowice;240500;2436;1253;64;106;278;685;19
240507;gm. Toszek;240500;2320;825;47;134;311;937;18
240508;gm. Wielowieś;240500;1390;419;31;71;242;565;24
240601;gm. Kłobuck;240600;6059;1898;284;846;605;2326;43
240602;gm. Krzepice;240600;2532;565;77;420;251;1186;17
240603;gm. Lipie;240600;1695;297;44;282;166;875;13
240604;gm. Miedźno;240600;2103;345;40;216;256;1205;14
240605;gm. Opatów;240600;1609;273;50;305;227;725;10
240606;gm. Panki;240600;1274;280;45;241;125;554;11
240607;gm. Popów;240600;1525;330;49;242;142;725;15
240608;gm. Przystajń;240600;1561;346;67;214;197;709;12
240609;gm. Wręczyca Wielka;240600;4582;1126;184;768;488;1942;21
240701;m. Lubliniec;240700;7208;3038;234;385;800;2601;61
240702;gm. Boronów;240700;921;263;16;58;100;463;6
240703;gm. Ciasna;240700;1603;606;38;97;217;597;14
240704;gm. Herby;240700;1969;727;89;123;233;757;7
240705;gm. Kochanowice;240700;1755;465;25;73;232;906;21
240706;gm. Koszęcin;240700;3430;1058;66;201;398;1647;20
240707;gm. Pawonków;240700;1556;417;32;75;275;712;18
240708;gm. Woźniki;240700;2838;799;56;111;382;1416;30
240801;m. Łaziska Górne;240800;6460;2611;200;494;675;2356;56
240802;m. Mikołów;240800;14336;6517;449;1421;1415;4357;68
240803;m. Orzesze;240800;6703;2213;148;467;912;2831;54
240804;gm. Ornontowice;240800;1905;567;44;113;279;861;23
240805;gm. Wyry;240800;2958;1048;99;357;411;999;23
240901;m. Myszków;240900;8715;3115;475;342;816;3801;61
240902;gm. Koziegłowy;240900;4236;1054;135;163;399;2402;31
240903;gm. Niegowa;240900;1676;218;37;68;201;1121;8
240904;gm. Poraj;240900;3482;1454;213;166;284;1298;23
240905;gm. Żarki;240900;2532;698;91;118;238;1346;19
241001;gm. Goczałkowice-Zdrój;241000;2667;1021;72;177;255;1086;23
241002;gm. Kobiór;241000;1850;532;51;133;269;840;7
241003;gm. Miedźna;241000;5012;1128;97;227;631;2856;24
241004;gm. Pawłowice;241000;5410;1295;155;260;697;2883;35
241005;gm. Pszczyna;241000;16890;6317;513;922;1921;6959;114
241006;gm. Suszec;241000;3844;986;75;198;534;1970;38
241101;m. Racibórz;241100;13507;6137;452;514;1320;4877;93
241102;gm. Kornowac;241100;1449;419;24;49;186;744;14
241103;gm. Krzanowice;241100;1071;457;27;35;134;400;8
241104;gm. Krzyżanowice;241100;2207;990;32;103;260;794;12
241105;gm. Kuźnia Raciborska;241100;2465;1094;54;93;322;865;14
241106;gm. Nędza;241100;1681;696;22;54;248;623;18
241107;gm. Pietrowice Wielkie;241100;1475;550;32;67;183;615;15
241108;gm. Rudnik;241100;1008;334;15;51;148;433;12
241201;gm. Czerwionka-Leszczyny;241200;11047;3856;217;400;1228;5168;76
241202;gm. Gaszowice;241200;2773;1081;50;99;304;1189;23
241203;gm. Jejkowice;241200;1337;437;18;47;159;653;7
241204;gm. Lyski;241200;2818;1105;48;109;308;1180;29
241205;gm. Świerklany;241200;3711;994;69;99;519;1979;15
241301;m. Kalety;241300;2471;888;41;133;244;1115;16
241302;m. Miasteczko Śląskie;241300;2030;588;61;109;260;976;10
241303;m. Radzionków;241300;5488;2045;181;306;585;2287;40
241304;m. Tarnowskie Góry;241300;20263;9373;762;1070;2021;6707;118
241305;gm. Krupski Młyn;241300;972;387;33;43;121;365;15
241306;gm. Ożarowice;241300;1877;681;58;110;203;772;12
241307;gm. Świerklaniec;241300;4102;1801;134;206;419;1480;22
241308;gm. Tworóg;241300;2458;911;60;111;335;977;30
241309;gm. Zbrosławice;241300;4555;1978;148;286;628;1388;51
241401;m. Bieruń;241400;5957;1625;168;446;705;2886;47
241402;m. Imielin;241400;3076;1063;89;231;410;1226;28
241403;m. Lędziny;241400;4867;1149;123;282;663;2547;39
241404;gm. Bojszowy;241400;3012;691;67;255;424;1521;23
241405;gm. Chełm Śląski;241400;1942;558;45;138;271;900;12
241501;m. Pszów;241500;3535;1256;75;107;426;1619;16
241502;m. Radlin;241500;4761;2213;129;134;447;1760;36
241503;m. Rydułtowy;241500;5653;2221;125;181;613;2404;48
241504;m. Wodzisław Śląski;241500;13612;5619;395;455;1399;5556;63
241505;gm. Godów;241500;4002;1175;103;297;466;1897;26
241506;gm. Gorzyce;241500;5724;2040;93;221;691;2591;41
241507;gm. Lubomia;241500;1749;539;28;76;193;893;9
241508;gm. Marklowice;241500;1540;527;25;42;171;756;6
241509;gm. Mszana;241500;2330;465;32;76;284;1448;5
241601;m. Poręba;241600;2618;1169;137;116;223;858;17
241602;m. Zawiercie;241600;14048;6136;755;521;1261;5103;92
241603;gm. Irządze;241600;827;131;19;34;107;519;8
241604;gm. Kroczyce;241600;1764;550;70;80;194;846;7
241605;gm. Łazy;241600;4723;1824;236;196;484;1896;35
241606;gm. Ogrodzieniec;241600;2903;1040;110;154;344;1195;24
241607;gm. Pilica;241600;2678;509;54;180;379;1524;13
241608;gm. Szczekociny;241600;2215;479;55;129;213;1285;12
241609;gm. Włodowice;241600;1553;465;54;65;148;781;17
241610;gm. Żarnowiec;241600;1453;158;31;109;227;888;15
241701;m. Żywiec;241700;9921;3807;377;527;1069;3974;57
241702;gm. Czernichów;241700;2282;617;51;104;213;1257;13
241703;gm. Gilowice;241700;2015;437;37;210;231;1074;9
241704;gm. Jeleśnia;241700;4059;815;61;432;385;2315;23
241705;gm. Koszarawa;241700;789;118;9;47;72;533;3
241706;gm. Lipowa;241700;3294;1071;103;194;400;1465;28
241707;gm. Łękawica;241700;1430;327;31;98;176;782;10
241708;gm. Łodygowice;241700;4895;1493;117;255;633;2296;37
241709;gm. Milówka;241700;2932;644;33;113;332;1769;11
241710;gm. Radziechowy-Wieprz;241700;3934;657;93;234;489;2406;26
241711;gm. Rajcza;241700;2434;574;57;101;226;1439;11
241712;gm. Ślemień;241700;1305;208;24;56;158;839;10
241713;gm. Świnna;241700;2613;680;50;189;277;1382;16
241714;gm. Ujsoły;241700;1220;292;37;67;132;672;9
241715;gm. Węgierska Górka;241700;4622;1086;88;235;543;2613;26
246101;Bielsko-Biała;246100;58263;26483;2649;3002;5888;19356;375
246201;Bytom;246200;38812;17891;2052;1743;3751;12572;279
246301;Chorzów;246300;28262;14231;1385;1807;2690;7595;222
246401;Częstochowa;246400;69144;29371;5217;3403;5738;24195;468
246501;Dąbrowa Górnicza;246500;35947;17708;2500;1503;2961;10605;239
246601;Gliwice;246600;56309;28398;3024;2856;5537;15436;556
246701;Jastrzębie-Zdrój;246700;23601;8139;774;809;2188;11308;155
246801;Jaworzno;246800;26589;10946;1334;1209;2820;9757;247
246901;Katowice;246900;100160;50501;6698;6201;8898;26272;667
247001;Mysłowice;247000;22030;9335;961;1094;2408;7867;143
247101;Piekary Śląskie;247100;15309;6347;515;665;1365;6184;83
247201;Ruda Śląska;247200;35579;15227;1292;2162;3308;12898;243
247301;Rybnik;247300;38879;16939;1042;1367;4151;14714;241
247401;Siemianowice Śląskie;247400;19276;9438;968;1173;2007;5312;141
247501;Sosnowiec;247500;59801;28262;5182;2760;4804;17767;423
247601;Świętochłowice;247600;12218;5551;489;725;1204;3974;78
247701;Tychy;247700;40145;15249;1965;4819;4069;13413;266
247801;Zabrze;247800;40285;18784;1905;1711;3798;13317;306
247901;Żory;247900;17828;7127;574;860;1889;7086;103
260101;gm. Busko-Zdrój;260100;10634;2564;456;1847;1099;4589;38
260102;gm. Gnojno;260100;1155;60;30;173;149;728;5
260103;gm. Nowy Korczyn;260100;1834;93;16;697;157;859;7
260104;gm. Pacanów;260100;1872;162;52;366;222;1023;30
260105;gm. Solec-Zdrój;260100;1676;228;30;450;186;762;11
260106;gm. Stopnica;260100;1985;203;40;366;255;1097;10
260107;gm. Tuczępy;260100;933;77;32;145;145;521;6
260108;gm. Wiślica;260100;1474;157;23;243;170;869;8
260201;gm. Imielno;260200;1054;110;24;187;108;613;3
260202;gm. Jędrzejów;260200;8033;2125;299;833;997;3684;63
260203;gm. Małogoszcz;260200;3287;312;55;374;429;2091;9
260204;gm. Nagłowice;260200;1302;118;38;132;271;723;9
260205;gm. Oksa;260200;1323;115;22;264;159;751;5
260206;gm. Sędziszów;260200;3559;462;123;607;458;1869;23
260207;gm. Słupia (Jędrzejowska);260200;1073;89;27;167;202;580;7
260208;gm. Sobków;260200;2403;281;69;280;324;1340;76
260209;gm. Wodzisław;260200;1818;205;47;270;244;1032;10
260301;gm. Bejsce;260300;880;82;27;199;142;422;4
260302;gm. Czarnocin;260300;924;61;19;222;119;497;5
260303;gm. Kazimierza Wielka;260300;3851;691;110;651;522;1832;19
260304;gm. Opatowiec;260300;833;76;32;242;86;389;2
260305;gm. Skalbmierz;260300;1477;84;23;248;201;916;4
260401;gm. Bieliny;260400;2772;170;45;266;437;1823;13
260402;gm. Bodzentyn;260400;2954;314;62;523;419;1603;18
260403;gm. Chęciny;260400;4748;710;197;632;714;2432;34
260404;gm. Chmielnik;260400;3293;379;86;418;447;1927;17
260405;gm. Daleszyce;260400;4682;711;135;642;623;2515;40
260406;gm. Górno;260400;4495;511;99;516;655;2658;30
260407;gm. Łagów;260400;1840;79;33;253;245;1197;21
260408;gm. Łopuszno;260400;2650;245;78;380;391;1525;23
260409;gm. Masłów;260400;3677;851;166;549;532;1536;22
260410;gm. Miedziana Góra;260400;4068;689;162;845;560;1750;47
260411;gm. Mniów;260400;2639;215;62;281;319;1743;11
260412;gm. Morawica;260400;5615;1181;241;846;736;2533;47
260413;gm. Nowa Słupia;260400;2313;381;80;190;265;1369;14
260414;gm. Piekoszów;260400;4868;616;141;501;814;2740;33
260415;gm. Pierzchnica;260400;1463;150;43;182;181;887;14
260416;gm. Raków;260400;1510;169;42;183;217;885;9
260417;gm. Nowiny;260400;2561;570;106;421;341;1090;17
260418;gm. Strawczyn;260400;3443;384;84;327;599;2003;31
260419;gm. Zagnańsk;260400;4189;880;146;605;465;2046;21
260501;gm. Fałków;260500;1064;136;45;88;101;682;8
260502;gm. Gowarczów;260500;1321;122;97;119;172;794;9
260503;gm. Końskie;260500;10889;2071;1616;968;1135;5003;47
260504;gm. Radoszyce;260500;2320;149;78;262;350;1463;9
260505;gm. Ruda Maleniecka;260500;1047;121;56;158;124;570;10
260506;gm. Słupia Konecka;260500;878;50;31;137;125;524;6
260507;gm. Smyków;260500;1079;93;33;113;168;651;15
260508;gm. Stąporków;260500;4326;803;432;449;512;2078;28
260601;gm. Baćkowice;260600;1307;58;23;170;172;870;4
260602;gm. Iwaniska;260600;1849;98;22;242;260;1204;9
260603;gm. Lipnik;260600;1236;104;34;152;226;703;6
260604;gm. Opatów;260600;3214;490;128;482;452;1619;23
260605;gm. Ożarów;260600;2858;453;122;456;403;1385;16
260606;gm. Sadowie;260600;1033;91;34;127;187;584;3
260607;gm. Tarłów;260600;1273;110;43;142;178;780;11
260608;gm. Wojciechowice;260600;1057;81;26;243;200;493;5
260701;m. Ostrowiec Świętokrzyski;260700;18024;5644;1180;2310;1784;6919;97
260702;gm. Bałtów;260700;908;135;30;110;120;501;6
260703;gm. Bodzechów;260700;3612;743;186;548;554;1541;28
260704;gm. Ćmielów;260700;1780;347;99;233;281;792;13
260705;gm. Kunów;260700;2455;456;100;349;320;1208;10
260706;gm. Waśniów;260700;1560;102;31;241;227;936;6
260801;gm. Działoszyce;260800;1228;118;29;248;156;664;9
260802;gm. Kije;260800;1234;110;37;183;200;698;3
260803;gm. Michałów;260800;1159;95;34;219;139;661;5
260804;gm. Pińczów;260800;5301;1235;206;865;696;2251;23
260805;gm. Złota;260800;1144;98;47;291;143;547;6
260901;m. Sandomierz;260900;6903;2070;446;1059;774;2475;35
260902;gm. Dwikozy;260900;2118;253;63;503;324;950;11
260903;gm. Klimontów;260900;1955;233;35;284;269;1117;6
260904;gm. Koprzywnica;260900;2033;169;36;370;273;1170;6
260905;gm. Łoniów;260900;1916;144;23;361;257;1100;16
260906;gm. Obrazów;260900;1622;166;49;262;275;855;6
260907;gm. Samborzec;260900;2528;237;54;486;423;1299;15
260908;gm. Wilczyce;260900;985;75;50;210;161;483;5
260909;gm. Zawichost;260900;1133;137;31;180;151;626;1
261001;m. Skarżysko-Kamienna;261000;13079;4159;774;1586;1331;5090;70
261002;gm. Bliżyn;261000;2225;487;102;260;290;1054;18
261003;gm. Łączna;261000;1431;112;45;220;214;817;15
261004;gm. Skarżysko Kościelne;261000;1645;297;58;258;232;776;10
261005;gm. Suchedniów;261000;2852;708;137;535;301;1134;21
261101;m. Starachowice;261100;13792;4421;784;1649;1485;5259;119
261102;gm. Brody;261100;2732;461;71;292;420;1458;15
261103;gm. Mirzec;261100;2471;222;51;342;418;1415;10
261104;gm. Pawłów;261100;3597;273;49;365;581;2292;26
261105;gm. Wąchock;261100;2035;444;63;267;264;970;16
261201;gm. Bogoria;261200;2038;175;27;322;246;1234;11
261202;gm. Łubnice;261200;1141;78;28;152;167;703;5
261203;gm. Oleśnica;261200;935;80;15;196;107;517;15
261204;gm. Osiek;261200;2250;118;21;138;340;1609;11
261205;gm. Połaniec;261200;3488;534;91;504;439;1880;19
261206;gm. Rytwiany;261200;1775;187;63;253;272;973;20
261207;gm. Staszów;261200;6926;1267;262;1013;871;3448;33
261208;gm. Szydłów;261200;1339;119;30;246;238;691;7
261301;gm. Kluczewsko;261300;1590;111;27;239;221;979;4
261302;gm. Krasocin;261300;2890;275;81;394;422;1693;16
261303;gm. Moskorzew;261300;779;54;28;111;198;386;2
261304;gm. Radków;261300;687;62;17;124;118;364;2
261305;gm. Secemin;261300;1241;109;29;271;172;648;7
261306;gm. Włoszczowa;261300;5716;633;208;1374;790;2675;19
266101;Kielce;266100;66432;22805;4440;8804;6807;22918;395
280101;m. Bartoszyce;280100;6220;3397;169;218;518;1840;43
280102;m. Górowo Iławeckie;280100;953;565;19;24;79;250;3
280103;gm. Bartoszyce;280100;2227;836;51;137;325;848;16
280104;gm. Bisztynek;280100;1114;469;16;112;129;354;21
280105;gm. Górowo Iławeckie;280100;1405;712;44;87;168;350;24
280106;gm. Sępopol;280100;1188;426;58;65;99;519;9
280201;m. Braniewo;280200;4216;2191;155;243;354;1184;54
280202;gm. Braniewo;280200;1079;354;30;88;191;383;19
280203;gm. Frombork;280200;859;450;16;50;99;219;14
280204;gm. Lelkowo;280200;456;156;19;36;61;171;10
280205;gm. Pieniężno;280200;1283;514;39;52;121;539;7
280206;gm. Płoskinia;280200;493;166;10;32;75;199;5
280207;gm. Wilczęta;280200;529;202;13;45;86;169;7
280301;m. Działdowo;280300;5490;2573;175;254;438;1972;44
280302;gm. Działdowo;280300;1801;468;55;124;220;882;29
280303;gm. Iłowo-Osada;280300;1553;424;54;113;205;725;17
280304;gm. Lidzbark;280300;3113;935;96;263;298;1470;29
280305;gm. Płośnica;280300;1091;244;26;105;117;574;18
280306;gm. Rybno;280300;1733;417;45;154;174;910;16
280401;gm. Elbląg;280400;1736;767;53;119;243;515;28
280402;gm. Godkowo;280400;563;148;18;47;65;270;10
280403;gm. Gronowo Elbląskie;280400;963;415;25;96;103;298;14
280404;gm. Markusy;280400;763;241;16;52;108;327;8
280405;gm. Milejewo;280400;827;306;33;50;124;294;12
280406;gm. Młynary;280400;973;370;33;92;116;336;12
280407;gm. Pasłęk;280400;4540;2203;121;265;484;1379;48
280408;gm. Rychliki;280400;625;233;16;73;69;222;8
280409;gm. Tolkmicko;280400;1461;608;55;119;174;473;19
280501;m. Ełk;280500;13963;5963;649;639;1705;4820;107
280502;gm. Ełk;280500;2737;1052;90;179;512;859;22
280503;gm. Kalinowo;280500;1143;260;34;76;184;565;13
280504;gm. Prostki;280500;1153;336;22;76;194;506;12
280505;gm. Stare Juchy;280500;750;302;20;54;113;251;3
280601;m. Giżycko;280600;7925;4091;338;484;679;2077;210
280604;gm. Giżycko;280600;2684;1248;92;197;346;738;55
280605;gm. Kruklanki;280600;744;383;27;40;91;187;15
280606;gm. Miłki;280600;925;327;64;84;132;287;18
280608;gm. Ryn;280600;1418;652;51;64;168;462;11
280610;gm. Wydminy;280600;1421;450;42;114;240;535;23
280701;m. Iława;280700;9927;4835;407;669;787;3042;125
280702;m. Lubawa;280700;2627;1004;66;168;274;1056;30
280703;gm. Iława;280700;2943;1082;135;238;395;1045;25
280704;gm. Kisielice;280700;1121;251;25;186;140;494;12
280705;gm. Lubawa;280700;2277;395;36;181;415;1189;27
280706;gm. Susz;280700;2137;705;79;145;290;855;34
280707;gm. Zalewo;280700;1283;542;36;87;122;481;11
280801;m. Kętrzyn;280800;6942;3401;278;433;678;2045;64
280802;gm. Barciany;280800;958;310;42;85;138;367;7
280803;gm. Kętrzyn;280800;1470;519;68;111;237;496;20
280804;gm. Korsze;280800;1760;564;73;112;237;715;32
280805;gm. Reszel;280800;1778;796;89;113;186;559;18
280806;gm. Srokowo;280800;784;288;41;57;150;224;14
280901;m. Lidzbark Warmiński;280900;4376;2634;95;159;358;1087;26
280902;gm. Kiwity;280900;694;269;6;35;118;257;7
280903;gm. Lidzbark Warmiński;280900;1362;604;47;67;190;431;14
280904;gm. Lubomino;280900;652;234;19;40;105;240;8
280905;gm. Orneta;280900;2545;1163;84;123;233;909;13
281001;m. Mrągowo;281000;5882;2935;216;294;576;1769;58
281002;gm. Mikołajki;281000;2177;1103;100;127;242;564;30
281003;gm. Mrągowo;281000;2001;849;66;140;292;604;31
281004;gm. Piecki;281000;1808;618;72;135;255;673;32
281005;gm. Sorkwity;281000;987;394;36;94;152;293;8
281101;gm. Janowiec Kościelny;281100;668;129;14;33;118;360;11
281102;gm. Janowo;281100;562;153;16;35;74;268;4
281103;gm. Kozłowo;281100;1029;275;38;64;129;503;6
281104;gm. Nidzica;281100;5064;2087;189;277;484;1948;53
281201;m. Nowe Miasto Lubawskie;281200;2863;1364;88;207;243;903;41
281202;gm. Biskupiec;281200;1899;507;64;206;226;857;25
281203;gm. Grodziczno;281200;1408;260;30;92;157;841;15
281204;gm. Kurzętnik;281200;2117;535;63;158;299;1027;15
281205;gm. Nowe Miasto Lubawskie;281200;1867;512;43;161;218;885;25
281303;gm. Kowale Oleckie;281300;746;217;32;54;155;272;9
281304;gm. Olecko;281300;4924;1915;140;280;890;1631;43
281305;gm. Świętajno;281300;752;227;32;47;144;283;12
281306;gm. Wieliczki;281300;661;138;16;34;208;255;7
281401;gm. Barczewo;281400;4924;2317;294;282;546;1366;80
281402;gm. Biskupiec;281400;4445;1876;217;435;434;1384;58
281403;gm. Dobre Miasto;281400;3838;1637;123;192;462;1364;37
281404;gm. Dywity;281400;4318;2270;237;259;482;993;51
281405;gm. Gietrzwałd;281400;2224;1092;127;187;292;487;25
281406;gm. Jeziorany;281400;1488;555;70;93;157;567;19
281407;gm. Jonkowo;281400;2225;1114;161;148;259;502;26
281408;gm. Kolno;281400;538;157;33;53;83;198;7
281409;gm. Olsztynek;281400;3203;1493;145;186;346;956;41
281410;gm. Purda;281400;2353;1131;168;173;272;567;27
281411;gm. Stawiguda;281400;4462;2517;274;313;551;726;57
281412;gm. Świątki;281400;732;264;27;40;95;286;9
281501;m. Ostróda;281500;9096;4939;382;413;778;2455;73
281502;gm. Dąbrówno;281500;806;255;40;49;99;348;7
281503;gm. Grunwald;281500;901;335;34;67;81;366;11
281504;gm. Łukta;281500;1018;478;23;93;104;280;17
281505;gm. Małdyty;281500;1179;520;21;65;142;417;8
281506;gm. Miłakowo;281500;976;389;35;37;89;419;5
281507;gm. Miłomłyn;281500;1078;519;38;72;115;315;17
281508;gm. Morąg;281500;5638;2864;172;262;524;1738;42
281509;gm. Ostróda;281500;3519;1407;136;269;506;1117;53
281601;gm. Biała Piska;281600;2003;515;50;144;365;893;24
281602;gm. Orzysz;281600;1949;657;61;178;233;790;14
281603;gm. Pisz;281600;6344;2212;181;381;680;2771;80
281604;gm. Ruciane-Nida;281600;2301;941;75;136;242;861;26
281701;m. Szczytno;281700;6402;2700;365;476;654;2079;82
281702;gm. Dźwierzuty;281700;1287;406;40;145;166;501;11
281703;gm. Jedwabno;281700;989;359;38;108;91;377;13
281704;gm. Pasym;281700;1289;550;46;94;153;427;12
281705;gm. Rozogi;281700;1101;187;14;108;166;602;14
281706;gm. Szczytno;281700;3299;1189;105;356;442;1109;67
281707;gm. Świętajno;281700;1573;545;54;149;170;636;13
281708;gm. Wielbark;281700;1193;270;28;179;180;513;15
281801;gm. Banie Mazurskie;281800;643;261;34;47;83;200;14
281802;gm. Dubeninki;281800;566;157;27;51;112;212;4
281803;gm. Gołdap;281800;4470;2133;147;281;570;1263;37
281901;gm. Budry;281900;512;141;22;32;77;231;5
281902;gm. Pozezdrze;281900;818;308;34;66;93;281;25
281903;gm. Węgorzewo;281900;4146;2003;250;249;435;1106;68
286101;Elbląg;286100;33045;17319;1378;1609;2737;9463;309
286201;Olsztyn;286200;55087;28674;3719;3240;5312;13199;641
300101;m. Chodzież;300100;5545;2750;490;413;577;1219;35
300102;gm. Budzyń;300100;2058;732;124;238;331;578;26
300103;gm. Chodzież;300100;1672;641;111;208;274;395;19
300104;gm. Margonin;300100;1796;601;111;228;267;550;14
300105;gm. Szamocin;300100;1712;572;71;196;223;612;11
300201;m. Czarnków;300200;3125;1524;188;261;391;715;29
300202;gm. Czarnków;300200;2803;891;114;311;562;860;26
300203;gm. Drawsko;300200;1371;384;63;164;210;529;8
300204;gm. Krzyż Wielkopolski;300200;1934;698;104;195;259;636;11
300205;gm. Lubasz;300200;2014;719;90;254;356;543;24
300206;gm. Połajewo;300200;1438;369;49;167;285;534;10
300207;gm. Trzcianka;300200;6289;2768;451;590;743;1628;38
300208;gm. Wieleń;300200;2699;812;169;321;339;998;18
300301;m. Gniezno;300300;19574;7995;2251;1370;2313;5316;130
300302;gm. Czerniejewo;300300;2137;638;183;172;339;750;18
300303;gm. Gniezno;300300;3950;1390;369;373;700;1044;41
300304;gm. Kiszkowo;300300;1469;424;88;162;294;473;3
300305;gm. Kłecko;300300;1996;448;151;189;378;783;18
300306;gm. Łubowo;300300;2094;715;141;231;326;620;26
300307;gm. Mieleszyn;300300;854;202;39;59;172;365;9
300308;gm. Niechanowo;300300;1514;312;152;125;293;609;10
300309;gm. Trzemeszno;300300;3074;838;284;265;506;1100;34
300310;gm. Witkowo;300300;3580;943;400;256;552;1352;27
300401;gm. Borek Wielkopolski;300400;1637;338;95;191;281;674;26
300402;gm. Gostyń;300400;7637;2332;676;653;1405;2423;57
300403;gm. Krobia;300400;3113;646;172;228;611;1377;35
300404;gm. Pępowo;300400;1606;314;63;124;301;754;21
300405;gm. Piaski;300400;2174;514;118;211;463;835;7
300406;gm. Pogorzela;300400;1035;203;55;126;210;421;8
300407;gm. Poniec;300400;1546;349;99;116;316;613;20
300501;gm. Granowo;140500;1307;282;35;187;275;488;23
300502;gm. Grodzisk Wielkopolski;140500;5262;1984;336;478;755;1559;73
300503;gm. Kamieniec;140500;1399;350;66;195;214;527;15
300504;gm. Rakoniewice;140500;2777;852;114;303;424;1017;36
300505;gm. Wielichowo;140500;1444;324;54;225;195;616;15
300601;gm. Jaraczewo;300600;1947;328;67;215;287;1006;14
