MuncipalityID;Name;CountyID;NumberOfVotes;VotesForKO;VotesForLEW;VotesForTD;VotesForKONF;VotesForPIS;VotesForBS
121003;gm. Gródek nad Dunajcem;121000;2788;311;38;160;347;1908;14
121004;gm. Grybów;121000;8935;637;70;350;1544;6224;64
121005;gm. Kamionka Wielka;121000;3639;386;36;170;678;2311;36
121006;gm. Korzenna;121000;4803;285;35;187;731;3502;33
121007;gm. Krynica-Zdrój;121000;6335;1999;160;439;807;2853;48
121008;gm. Łabowa;121000;1862;186;15;63;340;1234;6
121009;gm. Łącko;121000;5327;534;52;273;813;3583;51
121010;gm. Łososina Dolna;121000;3953;262;29;193;550;2889;17
121011;gm. Muszyna;121000;3843;991;80;183;534;1988;34
121012;gm. Nawojowa;121000;2784;318;25;98;449;1877;11
121013;gm. Piwniczna-Zdrój;121000;2945;473;52;146;464;1774;24
121014;gm. Podegrodzie;121000;4447;368;37;215;706;3072;27
121015;gm. Rytro;121000;1242;175;29;58;180;788;4
121016;gm. Stary Sącz;121000;8233;1205;111;474;1330;5025;51
121101;m. Nowy Targ;121100;9947;3410;308;458;1545;4095;73
121102;gm. Szczawnica;121100;2374;777;54;163;293;1039;26
121103;gm. Czarny Dunajec;121100;4990;628;35;156;956;3161;28
121104;gm. Czorsztyn;121100;2277;511;51;174;361;1141;19
121105;gm. Jabłonka;121100;5258;358;53;126;1011;3673;14
121106;gm. Krościenko nad Dunajcem;121100;2126;453;32;148;267;1197;17
121107;gm. Lipnica Wielka;121100;1549;141;9;53;227;1094;10
121108;gm. Łapsze Niżne;121100;2255;311;43;118;316;1427;22
121109;gm. Nowy Targ;121100;6126;1030;78;290;972;3669;36
121110;gm. Ochotnica Dolna;121100;2535;232;25;98;336;1825;8
121111;gm. Raba Wyżna;121100;3759;529;58;179;659;2276;39
121112;gm. Rabka-Zdrój;121100;5618;1377;132;267;844;2919;35
121113;gm. Spytkowice;121100;1222;153;18;43;214;770;14
121114;gm. Szaflary;121100;2546;315;26;65;439;1660;19
121201;m. Bukowno;121200;3068;1201;183;142;410;1085;18
121203;gm. Bolesław;121200;2314;794;150;128;371;825;21
121204;gm. Klucze;121200;4862;1755;245;283;706;1811;32
121205;gm. Olkusz;121200;15568;5018;779;935;2093;6545;97
121206;gm. Trzyciąż;121200;2246;267;39;203;455;1260;12
121207;gm. Wolbrom;121200;6904;1573;195;388;1290;3370;50
121301;m. Oświęcim;121300;12303;5470;687;575;1316;4108;83
121302;gm. Brzeszcze;121300;7340;2433;337;429;803;3252;46
121303;gm. Chełmek;121300;4109;1608;138;163;537;1605;26
121304;gm. Kęty;121300;10883;2815;312;1849;1367;4446;58
121305;gm. Osiek;121300;2473;503;60;296;331;1245;19
121306;gm. Oświęcim;121300;6800;2414;219;453;835;2788;53
121307;gm. Polanka Wielka;121300;1430;318;27;188;221;659;10
121308;gm. Przeciszów;121300;1919;610;41;106;277;850;20
121309;gm. Zator;121300;2810;868;78;191;364;1260;27
121401;gm. Koniusza;121400;2402;331;61;223;476;1274;17
121402;gm. Koszyce;121400;1465;144;43;187;197;880;10
121403;gm. Nowe Brzesko;121400;1653;224;27;168;302;905;10
121404;gm. Pałecznica;121400;984;41;14;220;177;527;2
121405;gm. Proszowice;121400;4509;818;144;549;788;2164;16
121406;gm. Radziemice;121400;845;68;22;125;173;443;4
121501;m. Jordanów;121500;1531;387;39;97;251;728;12
121502;m. Sucha Beskidzka;121500;2926;1080;67;208;486;1041;23
121503;gm. Budzów;121500;2249;299;41;184;361;1339;13
121504;gm. Bystra-Sidzina;121500;1633;228;18;84;295;978;22
121505;gm. Jordanów;121500;3163;340;61;158;584;1962;25
121506;gm. Maków Podhalański;121500;4823;1081;109;263;882;2434;28
121507;gm. Stryszawa;121500;3713;811;84;237;570;1971;26
121508;gm. Zawoja;121500;2679;583;55;162;447;1398;13
121509;gm. Zembrzyce;121500;1618;425;19;115;279;748;20
121601;gm. Ciężkowice;121600;3006;399;40;270;414;1850;16
121602;gm. Gromnik;121600;2412;178;23;153;397;1621;22
121603;gm. Lisia Góra;121600;4566;624;53;276;757;2803;30
121604;gm. Pleśna;121600;3458;502;62;276;579;1983;21
121605;gm. Radłów;121600;2668;372;33;202;531;1482;19
121606;gm. Ryglice;121600;3075;331;48;175;517;1958;23
121607;gm. Rzepiennik Strzyżewski;121600;2084;140;17;148;343;1401;18
121608;gm. Skrzyszów;121600;4355;694;81;251;713;2561;32
121609;gm. Tarnów;121600;8792;2010;231;672;1398;4326;73
121610;gm. Tuchów;121600;5332;707;82;352;902;3211;36
121611;gm. Wierzchosławice;121600;3538;685;64;280;604;1855;23
121612;gm. Wietrzychowice;121600;951;85;8;123;144;573;4
121613;gm. Wojnicz;121600;4084;659;53;270;758;2290;19
121614;gm. Zakliczyn;121600;3759;420;44;271;599;2366;32
121615;gm. Żabno;121600;5434;846;92;469;856;3087;53
121616;gm. Szerzyny;121600;2148;148;27;144;365;1446;10
121701;m. Zakopane;121700;10509;4227;413;461;1249;4035;74
121702;gm. Biały Dunajec;121700;1777;226;17;75;310;1131;10
121703;gm. Bukowina Tatrzańska;121700;4207;640;42;166;690;2611;31
121704;gm. Kościelisko;121700;2627;644;81;124;438;1305;27
121705;gm. Poronin;121700;3149;619;36;130;509;1817;23
121801;gm. Andrychów;121800;13918;3913;468;958;2096;6291;107
121802;gm. Brzeźnica;121800;3114;770;66;318;483;1432;20
121803;gm. Kalwaria Zebrzydowska;121800;5731;1518;148;401;865;2680;43
121804;gm. Lanckorona;121800;1734;432;48;93;292;833;11
121805;gm. Mucharz;121800;1219;318;31;77;218;554;13
121806;gm. Spytkowice;121800;2869;561;58;267;352;1589;22
121807;gm. Stryszów;121800;1742;407;51;130;269;849;20
121808;gm. Tomice;121800;2262;589;70;199;344;1025;17
121809;gm. Wadowice;121800;11459;3873;348;734;1447;4878;96
121810;gm. Wieprz;121800;3840;716;75;300;581;2116;24
121901;gm. Biskupice;121900;3565;926;102;227;585;1669;28
121902;gm. Gdów;121900;5820;1129;115;644;1001;2850;41
121903;gm. Kłaj;121900;3457;1077;130;257;511;1434;22
121904;gm. Niepołomice;121900;10151;3475;465;709;1614;3750;87
121905;gm. Wieliczka;121900;22069;8529;961;1416;3532;7345;162
126101;Kraków;126100;301749;129256;31093;22561;38247;76314;2377
126201;Nowy Sącz;126200;28529;9468;626;1290;3916;12919;182
126301;Tarnów;126300;35316;13453;1181;2465;4597;13181;239
140101;gm. Białobrzegi;140100;3212;935;93;192;294;1643;28
140102;gm. Promna;140100;1496;215;19;181;201;849;9
140103;gm. Radzanów;140100;1108;86;8;96;139;761;7
140104;gm. Stara Błotnica;140100;1550;126;30;77;202;1086;6
140105;gm. Stromiec;140100;1387;156;40;52;191;928;8
140106;gm. Wyśmierzyce;140100;945;99;22;42;125;645;5
140201;m. Ciechanów;140200;12724;4614;622;1125;1125;5083;68
140202;gm. Ciechanów;140200;1858;492;84;163;255;833;21
140203;gm. Glinojeck;140200;1550;311;75;179;207;757;7
140204;gm. Gołymin-Ośrodek;140200;853;94;22;42;137;538;10
140205;gm. Grudusk;140200;889;103;31;65;123;561;1
140206;gm. Ojrzeń;140200;903;133;31;92;115;511;9
140207;gm. Opinogóra Górna;140200;1401;198;30;147;214;786;8
140208;gm. Regimin;140200;1240;201;29;94;149;749;7
140209;gm. Sońsk;140200;1982;327;57;197;283;1080;17
140301;m. Garwolin;140300;6153;1694;175;629;759;2804;50
140302;m. Łaskarzew;140300;1542;267;22;121;192;926;9
140303;gm. Borowie;140300;1759;146;45;217;234;1087;13
140304;gm. Garwolin;140300;4373;709;74;411;661;2447;39
140305;gm. Górzno;140300;2064;150;24;130;319;1411;14
140306;gm. Łaskarzew;140300;1573;173;27;111;231;1008;12
140307;gm. Maciejowice;140300;2078;192;25;189;234;1408;12
140308;gm. Miastków Kościelny;140300;1535;140;15;133;214;1007;9
140309;gm. Parysów;140300;1298;72;10;131;169;889;8
140310;gm. Pilawa;140300;3592;484;66;442;481;2064;31
140311;gm. Sobolew;140300;2506;218;30;147;450;1616;24
140312;gm. Trojanów;140300;2353;171;37;152;347;1618;12
140313;gm. Wilga;140300;1855;392;68;230;236;901;12
140314;gm. Żelechów;140300;2506;265;52;147;380;1628;16
140401;m. Gostynin;140400;5148;1959;170;358;503;2064;37
140402;gm. Gostynin;140400;2779;699;78;209;273;1473;6
140403;gm. Pacyna;140400;921;83;23;95;159;541;7
140404;gm. Sanniki;140400;1533;230;28;117;202;933;7
140405;gm. Szczawin Kośc.;140400;1134;149;28;98;204;641;5
140501;m. Milanówek;140500;7018;2970;554;719;818;1877;62
140502;m. Podkowa Leśna;140500;2043;1002;187;177;176;487;11
140503;gm. Baranów;140500;1567;362;73;147;265;682;30
140504;gm. Grodzisk Mazowiecki;140500;18610;7321;1480;1905;2490;5109;251
140505;gm. Jaktorów;140500;4530;1631;249;357;617;1605;59
140506;gm. Żabia Wola;140500;3673;1358;261;312;597;1069;63
140601;gm. Belsk Duży;140600;1901;251;41;368;324;888;8
140602;gm. Błędów;140600;2008;201;42;275;335;1132;7
140603;gm. Chynów;140600;2916;582;103;391;583;1207;29
140604;gm. Goszczyn;140600;989;69;17;138;152;607;2
140605;gm. Grójec;140600;8045;2872;358;990;1045;2659;47
140606;gm. Jasieniec;140600;1411;209;60;201;254;665;8
140607;gm. Mogielnica;140600;2370;395;35;218;310;1367;19
140608;gm. Nowe Miasto nad Pilicą;140600;2459;332;57;430;251;1351;17
140609;gm. Pniewy;140600;1362;308;39;200;229;549;21
140611;gm. Warka;140600;5677;1148;200;650;903;2659;41
140701;gm. Garbatka-Letnisko;140700;1731;401;50;112;216;905;27
140702;gm. Głowaczów;140700;2187;242;76;122;320;1396;9
140703;gm. Gniewoszów;140700;1083;122;25;62;168;667;8
140704;gm. Grabów nad Pilicą;140700;1268;203;27;96;135;787;7
140705;gm. Kozienice;140700;9009;2523;359;587;1110;4263;75
140706;gm. Magnuszew;140700;2053;327;63;119;292;1218;11
140707;gm. Sieciechów;140700;1125;175;38;67;170;659;5
140801;m. Legionowo;140800;19287;8001;1320;1628;2452;5640;203
140802;gm. Jabłonna;140800;8018;3657;527;641;1129;1960;90
140803;gm. Nieporęt;140800;6630;2786;399;513;954;1875;89
140804;gm. Serock;140800;6222;2523;408;443;853;1895;86
140805;gm. Wieliszew;140800;6624;2563;417;573;1035;1924;89
140901;gm. Chotcza;140900;559;72;22;70;70;318;2
140902;gm. Ciepielów;140900;1220;123;35;127;191;714;6
140903;gm. Lipsko;140900;2753;646;117;244;391;1296;21
140904;gm. Rzeczniów;140900;1107;98;22;110;121;740;4
140905;gm. Sienno;140900;1456;193;32;126;184;899;6
140906;gm. Solec nad Wisłą;140900;1129;200;62;94;162;585;11
141001;gm. Huszlew;141000;794;43;13;88;114;533;1
141002;gm. Łosice;141000;2970;433;49;478;465;1505;15
141003;gm. Olszanka;141000;945;35;13;152;174;559;9
141004;gm. Platerów;141000;1289;105;22;221;244;672;8
141005;gm. Sarnaki;141000;1540;244;45;182;213;821;8
141006;gm. Stara Kornica;141000;1204;82;19;116;226;738;5
141101;m. Maków Mazowiecki;141100;2579;749;107;284;288;1122;7
141102;gm. Czerwonka;141100;785;98;11;50;98;512;4
141103;gm. Karniewo;141100;1269;169;39;120;178;738;9
141104;gm. Krasnosielc;141100;1565;209;45;186;264;828;20
141105;gm. Młynarze;141100;543;42;8;52;78;352;3
141106;gm. Płoniawy-Bramura;141100;1433;174;22;145;180;884;12
141107;gm. Różan;141100;1361;335;45;137;132;695;2
141108;gm. Rzewnie;141100;890;181;12;92;94;498;4
141109;gm. Sypniewo;141100;929;83;18;99;137;575;12
141110;gm. Szelków;141100;1149;143;27;133;144;687;5
141201;m. Mińsk Mazowiecki;141200;14416;5435;728;1223;1623;5145;130
141204;gm. Cegłów;141200;2017;443;75;228;233;991;23
141205;gm. Dębe Wielkie;141200;3641;891;121;343;553;1659;40
141206;gm. Dobre;141200;2009;354;55;182;290;1100;13
141207;gm. Halinów;141200;6240;2073;243;549;884;2372;54
141208;gm. Jakubów;141200;1609;189;37;174;239;948;11
141209;gm. Kałuszyn;141200;1804;341;30;152;281;977;6
141210;gm. Latowicz;141200;1505;152;34;117;312;864;15
141211;gm. Mińsk Mazowiecki;141200;5268;1335;167;508;785;2355;60
141212;gm. Mrozy;141200;2631;631;100;238;372;1249;12
141213;gm. Siennica;141200;2427;440;134;191;353;1268;20
141214;gm. Stanisławów;141200;2449;314;66;298;312;1419;16
141215;m. Sulejówek;141200;8294;3043;371;630;1032;3060;105
141301;m. Mława;141300;8092;2773;300;888;914;3113;33
141302;gm. Dzierzgowo;141300;590;61;15;57;54;393;4
141303;gm. Lipowiec Kościelny;141300;1080;192;25;125;143;583;3
141304;gm. Radzanów;141300;740;82;10;117;99;421;3
141305;gm. Strzegowo;141300;1493;253;36;160;229;800;3
141306;gm. Stupsk;141300;1069;132;28;182;140;558;7
141307;gm. Szreńsk;141300;836;63;8;156;114;488;3
141308;gm. Szydłowo;141300;972;120;28;158;127;525;2
141309;gm. Wieczfnia Kościelna;141300;898;96;25;119;126;513;8
141310;gm. Wiśniewo;141300;1196;186;39;153;167;629;6
141401;m. Nowy Dwór Mazowiecki;141400;8961;3701;603;633;1221;2682;92
141402;gm. Czosnów;141400;3897;1410;225;359;497;1361;34
141403;gm. Leoncin;141400;1919;489;84;98;272;950;17
141404;gm. Nasielsk;141400;5194;1216;195;494;688;2548;45
141405;gm. Pomiechówek;141400;3309;1043;225;270;427;1299;36
141406;gm. Zakroczym;141400;1585;395;73;142;265;680;18
141501;gm. Baranowo;141500;1522;147;18;367;233;729;8
141502;gm. Czarnia;141500;543;20;5;113;58;345;1
141503;gm. Czerwin;141500;1391;63;19;221;236;835;13
141504;gm. Goworowo;141500;2072;201;35;303;294;1204;21
141505;gm. Kadzidło;141500;2949;168;41;869;403;1423;22
141506;gm. Lelis;141500;2580;237;57;529;355;1330;46
141507;gm. Łyse;141500;1786;141;13;412;272;925;5
141508;gm. Myszyniec;141500;2445;224;31;378;362;1414;10
141509;gm. Olszewo-Borki;141500;3089;432;47;656;433;1434;65
141510;gm. Rzekuń;141500;3960;878;106;794;478;1606;62
141511;gm. Troszyn;141500;1443;113;21;209;184;890;14
141601;m. Ostrów Mazowiecka;141600;6369;1795;163;917;681;2738;28
141602;gm. Andrzejewo;141600;1180;71;8;108;157;815;5
141603;gm. Boguty-Pianki;141600;837;46;7;60;136;577;1
141604;gm. Brok;141600;865;175;31;124;91;437;3
141605;gm. Małkinia Górna;141600;3257;471;85;279;404;1956;23
141606;gm. Nur;141600;846;85;7;66;131;546;6
141607;gm. Ostrów Mazowiecka;141600;3357;468;72;334;470;1979;15
141608;gm. Stary Lubotyń;141600;992;52;2;101;133;696;4
141609;gm. Szulborze Wielkie;141600;450;30;5;62;72;275;3
141610;gm. Wąsewo;141600;1054;108;31;155;152;592;10
141611;gm. Zaręby Kościelne;141600;1039;86;20;68;146;705;5
141701;m. Józefów;141700;8922;3715;581;678;1338;2464;119
141702;m. Otwock;141700;17399;6213;986;1253;2415;6284;203
141703;gm. Celestynów;141700;4555;1091;187;327;718;2162;53
141704;gm. Karczew;141700;5923;1736;237;440;755;2673;64
141705;gm. Kołbiel;141700;2821;495;94;199;457;1525;40
141706;gm. Osieck;141700;1341;180;28;74;208;827;17
141707;gm. Sobienie-Jeziory;141700;2236;406;82;236;326;1157;25
141708;gm. Wiązowna;141700;5846;2042;325;450;879;1993;140
141801;gm. Góra Kalwaria;141800;8738;3035;509;547;1414;3092;123
141802;gm. Konstancin-Jeziorna;141800;10288;4814;693;600;1064;3018;71
141803;gm. Lesznowola;141800;13309;6233;1026;1163;2039;2640;181
141804;gm. Piaseczno;141800;34108;16949;2566;2444;4232;7460;386
141805;gm. Prażmów;141800;4308;1628;287;379;659;1280;65
141806;gm. Tarczyn;141800;4045;1211;193;254;686;1661;33
141901;gm. Bielsk;141900;2117;388;58;223;300;1114;7
141902;gm. Bodzanów;141900;1949;429;78;175;270;960;15
141903;gm. Brudzeń Duży;141900;2036;361;53;161;311;1105;21
141904;gm. Bulkowo;141900;1310;104;19;125;200;831;19
141905;gm. Drobin;141900;1478;200;38;164;209;844;12
141906;gm. Gąbin;141900;3196;731;73;271;323;1734;22
141907;gm. Łąck;141900;1676;443;83;193;206;724;8
141908;gm. Mała Wieś;141900;1232;202;27;106;152;722;12
141909;gm. Nowy Duninów;141900;1094;209;36;117;115;604;3
141910;gm. Radzanowo;141900;2224;520;87;338;273;971;12
141911;gm. Słubice;141900;1064;133;31;78;106;702;4
141912;gm. Słupno;141900;2961;1201;129;317;386;891;23
141913;gm. Stara Biała;141900;3589;941;162;371;476;1567;26
141914;gm. Staroźreby;141900;1546;243;34;137;224;882;10
141915;gm. Wyszogród;141900;1434;282;34;140;218;722;14
142001;m. Płońsk;142000;6286;2523;255;499;556;2366;31
142002;m. Raciąż;142000;1087;304;34;107;115;516;3
142003;gm. Baboszewo;142000;1833;316;49;148;224;1071;14
142004;gm. Czerwińsk nad Wisłą;142000;1498;220;37;108;224;879;10
142005;gm. Dzierzążnia;142000;833;104;23;71;96;527;9
142006;gm. Joniec;142000;973;337;37;69;114;390;9
142007;gm. Naruszewo;142000;1254;174;29;104;204;722;11
142008;gm. Nowe Miasto;142000;1364;345;43;99;136;724;10
142009;gm. Płońsk;142000;1810;413;51;223;248;838;13
142010;gm. Raciąż;142000;1559;147;29;149;188;1010;15
142011;gm. Sochocin;142000;1439;312;46;134;168;748;9
142012;gm. Załuski;142000;1054;181;35;111;146;566;7
142101;m. Piastów;142100;8982;3624;599;624;1110;2905;95
142102;m. Pruszków;142100;23127;10214;1690;1663;3018;6170;332
142103;gm. Brwinów;142100;11378;4861;890;992;1406;3058;146
142104;gm. Michałowice;142100;9020;4442;654;663;1041;2085;109
142105;gm. Nadarzyn;142100;6579;3001;462;569;877;1581;68
142106;gm. Raszyn;142100;8944;3303;533;699;1250;2972;140
142201;m. Przasnysz;142200;4704;1769;139;248;467;2011;21
142202;gm. Chorzele;142200;2118;353;37;219;294;1185;10
142203;gm. Czernice Borowe;142200;982;110;8;98;137;611;10
142204;gm. Jednorożec;142200;1452;193;25;185;210;816;8
142205;gm. Krasne;142200;823;82;15;64;113;538;4
142206;gm. Krzynowłoga Mała;142200;976;50;16;47;158;691;7
142207;gm. Przasnysz;142200;1697;297;21;98;220;1039;8
142301;gm. Borkowice;142300;1179;193;53;136;145;617;6
142302;gm. Gielniów;142300;1338;103;26;51;139;896;11
142303;gm. Klwów;142300;1423;72;11;264;180;826;10
142304;gm. Odrzywół;142300;1309;114;6;59;149;945;3
142305;gm. Potworów;142300;1148;93;14;70;216;711;8
142306;gm. Przysucha;142300;3690;784;99;245;386;2025;15
142307;gm. Rusinów;142300;1540;90;14;76;140;1025;2
142308;gm. Wieniawa;142300;1783;183;23;102;225;1211;8
142401;gm. Gzy;142400;948;83;20;122;151;548;7
142402;gm. Obryte;142400;1596;176;31;218;198;936;15
142403;gm. Pokrzywnica;142400;1467;269;44;113;250;766;13
142404;gm. Pułtusk;142400;6512;1923;276;594;798;2821;43
142405;gm. Świercze;142400;1144;220;48;79;168;607;8
142406;gm. Winnica;142400;1114;107;17;141;173;656;10
142407;gm. Zatory;142400;1480;247;33;119;223;836;12
142501;m. Pionki;142500;5039;1616;264;365;513;2199;38
142502;gm. Gózd;142500;2756;344;37;112;441;1771;13
142503;gm. Iłża;142500;3465;754;133;256;449;1832;16
142504;gm. Jastrzębia;142500;2087;345;46;116;305;1249;7
142505;gm. Jedlińsk;142500;3796;601;111;219;556;2252;25
142506;gm. Jedlnia-Letnisko;142500;4280;998;129;255;644;2145;29
142507;gm. Kowala;142500;3530;606;132;202;592;1941;20
142508;gm. Pionki;142500;2599;484;60;158;306;1547;16
142509;gm. Przytyk;142500;2050;212;26;71;308;1363;55
142510;gm. Skaryszew;142500;4554;585;83;238;720;2850;32
142511;gm. Wierzbica;142500;2389;357;75;143;425;1344;15
142512;gm. Wolanów;142500;2597;324;64;177;377;1605;25
142513;gm. Zakrzew;142500;4268;757;99;199;646;2512;20
142601;gm. Domanice;142600;824;52;5;70;113;575;5
142602;gm. Korczew;142600;743;88;12;175;92;365;0
142603;gm. Kotuń;142600;2373;349;57;310;349;1264;15
142604;gm. Mokobody;142600;1543;95;18;154;302;954;7
142605;gm. Mordy;142600;1716;179;25;227;354;905;13
142606;gm. Paprotnia;142600;869;41;5;95;170;546;5
142607;gm. Przesmyki;142600;931;35;3;168;164;541;5
142608;gm. Siedlce;142600;5819;1027;105;675;984;2955;23
142609;gm. Skórzec;142600;2455;194;24;244;347;1615;13
142610;gm. Suchożebry;142600;1317;116;18;123;283;763;7
142611;gm. Wiśniew;142600;1974;122;20;167;412;1227;9
142612;gm. Wodynie;142600;1333;89;11;109;192;914;9
142613;gm. Zbuczyn;142600;3188;173;30;332;613;1995;10
142701;m. Sierpc;142700;4843;1664;225;406;456;2027;30
142702;gm. Gozdowo;142700;1241;194;48;85;197;668;10
142703;gm. Mochowo;142700;1200;138;43;112;184;689;16
142704;gm. Rościszewo;142700;930;85;13;95;153;574;6
142705;gm. Sierpc;142700;1390;250;41;133;162;769;15
142706;gm. Szczutowo;142700;964;174;19;89;120;548;5
142707;gm. Zawidz;142700;1445;162;32;164;206;854;10
142801;m. Sochaczew;142800;10308;4218;408;617;1032;3866;88
142802;gm. Brochów;142800;1080;241;35;85;116;583;3
142803;gm. Iłów;142800;1670;197;31;127;195;1097;7
142804;gm. Młodzieszyn;142800;1443;218;26;106;162;909;11
142805;gm. Nowa Sucha;142800;1786;386;44;197;252;865;16
142806;gm. Rybno;142800;902;114;25;74;135;541;7
142807;gm. Sochaczew;142800;3070;874;86;329;393;1332;25
142808;gm. Teresin;142800;3634;952;153;299;535;1627;34
142901;m. Sokołów Podlaski;142900;5990;1634;148;538;754;2821;32
142902;gm. Bielany;142900;1263;70;6;103;316;754;4
142903;gm. Ceranów;142900;621;46;8;60;90;413;2
142904;gm. Jabłonna Lacka;142900;1381;112;20;197;218;816;5
142905;gm. Kosów Lacki;142900;1774;164;27;225;246;1082;12
142906;gm. Repki;142900;1762;97;9;240;428;970;10
142907;gm. Sabnie;142900;1036;116;15;190;200;488;9
142908;gm. Sokołów Podlaski;142900;1837;191;10;271;334;1005;7
142909;gm. Sterdyń;142900;1155;124;18;183;251;560;4
143001;gm. Chlewiska;143000;1437;222;70;68;148;887;12
143002;gm. Jastrząb;143000;1425;182;22;85;211;885;17
143003;gm. Mirów;143000;825;79;9;29;134;554;9
143004;gm. Orońsko;143000;1646;205;58;87;253;1013;12
143005;gm. Szydłowiec;143000;4867;1127;159;231;611;2619;25
143201;gm. Błonie;143200;7654;2877;457;471;1086;2655;85
143202;gm. Izabelin;143200;4718;1972;288;353;584;1465;41
143203;gm. Kampinos;143200;1572;455;65;122;251;655;17
143204;gm. Leszno;143200;3672;1445;257;257;487;1180;35
143205;gm. Łomianki;143200;12424;5866;969;820;1449;3154;142
143206;gm. Ożarów Mazowiecki;143200;10303;3945;639;850;1611;3058;180
143207;gm. Stare Babice;143200;8833;4048;574;686;1126;2269;106
143301;m. Węgrów;143300;4207;1342;132;323;467;1896;25
143302;gm. Grębków;143300;1183;133;12;80;233;707;9
143303;gm. Korytnica;143300;1803;169;18;112;327;1162;5
143304;gm. Liw;143300;2313;382;39;139;344;1370;18
143305;gm. Łochów;143300;5998;1033;140;446;680;3599;34
143306;gm. Miedzna;143300;1242;134;12;89;189;808;3
143307;gm. Sadowne;143300;1738;252;40;126;185;1117;4
143308;gm. Stoczek;143300;1415;214;27;91;144;922;6
143309;gm. Wierzbno;143300;871;102;13;26;306;419;2
143401;m. Kobyłka;143400;9645;3150;565;727;1627;3426;133
143402;m. Marki;143400;12998;4877;846;935;2276;3852;167
143403;m. Ząbki;143400;13198;4753;942;1024;2264;4001;174
143404;m. Zielonka;143400;7361;2624;494;471;1177;2481;95
143405;gm. Dąbrówka;143400;2973;472;93;182;403;1798;19
143406;gm. Jadów;143400;2366;524;94;173;279;1265;21
143407;gm. Klembów;143400;3626;705;157;236;676;1809;35
143408;gm. Poświętne;143400;2001;199;40;72;661;1017;11
143409;gm. Radzymin;143400;9788;2714;487;529;1714;4226;102
143410;gm. Strachówka;143400;742;130;25;49;110;418;8
143411;gm. Tłuszcz;143400;6270;1228;243;386;1013;3296;82
143412;gm. Wołomin;143400;18306;6023;903;945;2870;7350;172
143501;gm. Brańszczyk;143500;2422;332;94;221;321;1392;24
143502;gm. Długosiodło;143500;2183;362;52;210;321;1190;22
143503;gm. Rząśnik;143500;2252;215;53;151;356;1430;23
143504;gm. Somianka;143500;1777;258;51;230;283;918;14
143505;gm. Wyszków;143500;12358;3314;562;947;1673;5663;106
143506;gm. Zabrodzie;143500;1914;333;51;173;229;1083;22
143601;gm. Kazanów;143600;1187;194;42;55;174;702;6
143602;gm. Policzna;143600;1400;235;42;91;233;757;13
143603;gm. Przyłęk;143600;1368;148;33;101;214;853;4
143604;gm. Tczów;143600;1170;75;27;105;251;687;7
143605;gm. Zwoleń;143600;4127;871;112;320;642;2096;31
143701;gm. Bieżuń;143700;1122;154;34;147;117;661;3
143702;gm. Kuczbork-Osada;143700;898;178;25;141;81;458;4
143703;gm. Lubowidz;143700;1398;277;39;139;126;796;2
143704;gm. Lutocin;143700;820;88;15;99;100;507;1
143705;gm. Siemiątkowo;143700;688;73;15;78;89;430;1
143706;gm. Żuromin;143700;3400;957;172;430;319;1494;10
143801;m. Żyrardów;143800;12620;4837;720;1198;1297;4249;111
143802;gm. Mszczonów;143800;3178;760;112;244;475;1515;29
143803;gm. Puszcza Mariańska;143800;2490;589;128;257;313;1141;31
143804;gm. Radziejowice;143800;2066;627;100;243;289;768;14
143805;gm. Wiskitki;143800;2690;569;97;247;406;1278;30
146101;Ostrołęka;146100;14752;3724;573;2667;1490;5986;208
146201;Płock;146200;36165;15718;1860;2397;3305;12390;222
146301;Radom;146300;64012;23413;3032;3153;7248;26345;341
146401;Siedlce;146400;25260;8219;859;1836;3029;10959;156
146502;Bemowo;146501;54208;27605;5703;4006;5758;10426;586
146503;Białołęka;146501;55882;26949;5681;4748;7313;10315;730
146504;Bielany;146501;55972;25989;6433;3698;5702;13372;641
146505;Mokotów;146501;95663;48485;13428;6207;8211;18311;836
146506;Ochota;146501;33875;16055;5065;2261;3243;6852;328
146507;Praga-Południe;146501;78603;37114;10054;5381;7522;17604;765
146508;Praga-Północ;146501;22391;8846;3469;1260;2137;6387;235
146509;Rembertów;146501;10409;4677;901;701;1365;2614;122
146510;Śródmieście;146501;44812;21362;6674;2576;3682;10055;374
146511;Targówek;146501;48225;20805;4694;3420;5359;13335;503
146512;Ursus;146501;26281;11443;2513;2184;3572;6153;341
146513;Ursynów;146501;71868;39052;8117;4873;6346;12690;663
146514;Wawer;146501;36981;17193;2791;2936;4220;9383;354
146515;Wesoła;146501;11896;5547;953;930;1474;2824;140
146516;Wilanów;146501;19864;11919;2018;1456;1613;2715;122
146517;Włochy;146501;19356;8816;2174;1532;2450;4078;252
146518;Wola;146501;56644;26185;7463;3912;5977;12395;576
146519;Żoliborz;146501;25653;12828;3938;1732;2109;4792;211
160101;m. Brzeg;120200;10352;4351;656;402;1117;3640;162
160102;gm. Skarbimierz;120200;2460;801;106;111;420;977;36
160103;gm. Grodków;120200;4696;1646;242;257;533;1944;58
160104;gm. Lewin Brzeski;120200;3083;1112;152;129;492;1148;41
160105;gm. Lubsza;120200;2433;867;85;121;324;1008;21
160106;gm. Olszanka;120200;1490;378;46;62;272;705;24
160201;gm. Baborów;160200;1316;396;43;60;190;610;14
160202;gm. Branice;160200;1693;521;85;99;171;767;36
160203;gm. Głubczyce;160200;6061;2224;285;221;585;2678;49
